Running benchmark 638 with O3
Check determinism flag for 638/wand/magick-property.bc
Change in queries per pass for 638/wand/magick-property.bc
Pass 1569LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1573LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1577LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1581LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1585LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1589LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1593LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1597LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1601LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1605LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1609LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1613LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1617LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1621LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1625LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1629LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1633LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1637LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1641LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1645LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1649LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1653LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1657LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1661LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1665LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1669LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1673LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1674LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1679LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1680LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 55JumpThreadingPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1685LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1687LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1689LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1691LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1693LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1695LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1697LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1699LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1701LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1703LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1705LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1707LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1709LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1711LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1713LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1715LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1717LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1719LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1721LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1723LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1725LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1727LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1729LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1731LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1733LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1735LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1737LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1739LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1741LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1743LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1745LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1747LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1749LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1751LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1753LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1755LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1757LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1759LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1761LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1763LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1765LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1767LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1769LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1771LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1773LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1775LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1777LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1779LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1781LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1783LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1785LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1787LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1789LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1791LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1793LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1795LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1797LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1799LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1801LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1803LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1805LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1807LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1809LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1811LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1813LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1815LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1817LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1819LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1821LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1823LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1825LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1827LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1829LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1831LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1833LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1835LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1837LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1839LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1841LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1843LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1845LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1847LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1849LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1851LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1853LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1855LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1857LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1859LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1861LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1863LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1865LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1867LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1869LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1871LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1873LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1875LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1877LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1879LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1881LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1883LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1885LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1887LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1889LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1891LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1893LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1895LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1897LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1899LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1901LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1903LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1905LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1907LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1909LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1911LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1913LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1915LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1917LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1919LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1921LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1923LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1925LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1927LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1929LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1931LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1933LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1935LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1937LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1939LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1941LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1943LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1945LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1947LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1949LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1951LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1953LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1955LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1957LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1959LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1961LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1963LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1965LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1967LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1969LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1971LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1973LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1975LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1977LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1979LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1981LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1983LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1985LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1987LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1989LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1991LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1993LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1995LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1997LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 1999LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 2001LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 2003LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 2005LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 2007LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 2009LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 2011LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 2013LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 2015LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 2017LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 2019LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 2021LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 2023LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 2025LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 2027LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 2029LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 2031LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 2033LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 2035LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 2037LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 2039LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 2041LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 2043LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 2045LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 2047LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 2049LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 2051LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 2053LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 2055LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 2057LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 2059LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 2061LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 2063LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 2065LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 2067LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 2069LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 2071LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 2073LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 2075LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 2077LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 2079LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 2081LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 2083LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 2085LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 2087LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 2089LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 2091LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 2093LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 2095LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 2097LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 2099LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 2101LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 2103LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 2105LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 2107LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 2109LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 2111LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 2113LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
Pass 2115LICMPass in 638/wand/mogrify.bc is non-deterministic (new pass)
